ID,Frugivore_Species,Plant_Species,Type of Interaction,Plant_family,Plant_genus,Plant_specific.epiteth,Plant_distribution,Plant_origin,Plant_Form,fruit_diameter,fruit_length,seed_diameter,seed_length,Fruit_color,Lipid_Score,Plants_IUCN,Frug_Class,Frug_Order,Frug_Family,Frug_Genus,Frug_Epitetus,Frug_Group,Frug_Body_Mass,Frug_Mean_Gape_Size,Frugivory_score,Frug_Migration_status,Frug_IUCN,Frug_Population_Trend,Study_Location,Latitude,Longitude,Precision,Study reference,Doi/Link,Study_Method
5330,Tyrannus melancholicus,Acnistus arborescens,Mutualistic,Solanaceae,Acnistus,arborescens,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,scrub,7,7.2,NA,NA,yellow,1,NE,Aves,Passeriformes,Tyrannidae,Tyrannus,melancholicus,Small birds,37.4,11.35833333,1,MIG,LC,Increasing,"Usina Parque do Corumbata?, Rio Claro - SP",-22.4833,-47.5923,preciso,Athiê  S  2009,"Composiç?o da avifauna e frugivoria por aves em um mosaico de vegetaç?o secund?ria em Rio Claro, regi?o centro-leste do estado de S?o Paulo. MSc Dissertation. UFSCar S?o Carlos (2009)",Network study
5331,Thraupis sayaca,Acnistus arborescens,Mutualistic,Solanaceae,Acnistus,arborescens,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,scrub,7,7.2,NA,NA,yellow,1,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,"Usina Parque do Corumbata?, Rio Claro - SP",-22.4833,-47.5923,preciso,Athiê  S  2009,"Composiç?o da avifauna e frugivoria por aves em um mosaico de vegetaç?o secund?ria em Rio Claro, regi?o centro-leste do estado de S?o Paulo. MSc Dissertation. UFSCar S?o Carlos (2009)",Network study
5332,Myiozetetes similis,Acnistus arborescens,Mutualistic,Solanaceae,Acnistus,arborescens,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,scrub,7,7.2,NA,NA,yellow,1,NE,Aves,Passeriformes,Tyrannidae,Myiozetetes,similis,Small birds,28,9.517241379,1,MIG,LC,Stable,"Usina Parque do Corumbata?, Rio Claro - SP",-22.4833,-47.5923,preciso,Athiê  S  2009,"Composiç?o da avifauna e frugivoria por aves em um mosaico de vegetaç?o secund?ria em Rio Claro, regi?o centro-leste do estado de S?o Paulo. MSc Dissertation. UFSCar S?o Carlos (2009)",Network study
5333,Thlypopsis sordida,Acnistus arborescens,Mutualistic,Solanaceae,Acnistus,arborescens,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,scrub,7,7.2,NA,NA,yellow,1,NE,Aves,Passeriformes,Thraupidae,Thlypopsis,sordida,Small birds,17,7.25,1,RES,LC,Stable,"Usina Parque do Corumbata?, Rio Claro - SP",-22.4833,-47.5923,preciso,Athiê  S  2009,"Composiç?o da avifauna e frugivoria por aves em um mosaico de vegetaç?o secund?ria em Rio Claro, regi?o centro-leste do estado de S?o Paulo. MSc Dissertation. UFSCar S?o Carlos (2009)",Network study
5334,Elaenia,Acnistus arborescens,Mutualistic,Solanaceae,Acnistus,arborescens,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,scrub,7,7.2,NA,NA,yellow,1,NE,Aves,Passeriformes,Tyrannidae,Elaenia,,Small birds,NA,NA,2,NA,NA,NA,"Usina Parque do Corumbata?, Rio Claro - SP",-22.4833,-47.5923,preciso,Athiê  S  2009,"Composiç?o da avifauna e frugivoria por aves em um mosaico de vegetaç?o secund?ria em Rio Claro, regi?o centro-leste do estado de S?o Paulo. MSc Dissertation. UFSCar S?o Carlos (2009)",Network study
5335,Conirostrum speciosum,Acnistus arborescens,Mutualistic,Solanaceae,Acnistus,arborescens,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,scrub,7,7.2,NA,NA,yellow,1,NE,Aves,Passeriformes,Thraupidae,Conirostrum,speciosum,Small birds,8.8,2.8,1,RES,LC,Decreasing,"Usina Parque do Corumbata?, Rio Claro - SP",-22.4833,-47.5923,preciso,Athiê  S  2009,"Composiç?o da avifauna e frugivoria por aves em um mosaico de vegetaç?o secund?ria em Rio Claro, regi?o centro-leste do estado de S?o Paulo. MSc Dissertation. UFSCar S?o Carlos (2009)",Network study
5336,Elaenia spectabilis,Acnistus arborescens,Mutualistic,Solanaceae,Acnistus,arborescens,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,scrub,7,7.2,NA,NA,yellow,1,NE,Aves,Passeriformes,Tyrannidae,Elaenia,spectabilis,Small birds,27.3,10.74,2,NA,LC,Decreasing,"Usina Parque do Corumbata?, Rio Claro - SP",-22.4833,-47.5923,preciso,Athiê  S  2009,"Composiç?o da avifauna e frugivoria por aves em um mosaico de vegetaç?o secund?ria em Rio Claro, regi?o centro-leste do estado de S?o Paulo. MSc Dissertation. UFSCar S?o Carlos (2009)",Network study
1209,Dasyprocta leporina,Acrocomia aculeata,Mutualistic,Arecaceae,Acrocomia,aculeata,BR-AM|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RR|BR-SP|BR-TO,native,palm,36,33,31.6,31.6,yellow,3,NE,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Rodents,5500,NA,3,NA,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1210,Tapirus terrestris,Acrocomia aculeata,Mutualistic,Arecaceae,Acrocomia,aculeata,BR-AM|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RR|BR-SP|BR-TO,native,palm,36,33,31.6,31.6,yellow,3,NE,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Ungulates,260000,NA,1,NA,VU,Decreasing,NA,NA,NA,NA,O'Farrill et al  2013,10.1111/j.1749-4877.2012.00316.x,Animal-oriented
4409,Tapirus terrestris,Acrocomia aculeata,Mutualistic,Arecaceae,Acrocomia,aculeata,BR-AM|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RR|BR-SP|BR-TO,native,palm,36,33,31.6,31.6,yellow,3,NE,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Ungulates,260000,NA,1,NA,VU,Decreasing,"Parque Nacional da Tijuca, RJ",-22.960809,-43.274492,preciso,Cunha 2006,NA,Animal-oriented
5064,Dasyprocta leporina,Acrocomia aculeata,Mutualistic,Arecaceae,Acrocomia,aculeata,BR-AM|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RR|BR-SP|BR-TO,native,palm,36,33,31.6,31.6,yellow,3,NE,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Rodents,5500,NA,3,NA,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1211,Sapajus xanthosternos,Aechmea conifera,Mutualistic,Bromeliaceae,Aechmea,conifera,BR-AL|BR-BA|BR-PE,native,herb,NA,NA,NA,NA,red,1,NE,Mammalia,Primates,Cebidae,Sapajus,xanthosternos,Primates,2950,NA,2,NA,CR,Decreasing,NA,NA,NA,NA,Bufalo et al 2016 ,10.1007/s10764-016-9903-3,Animal-oriented
1212,Leontopithecus chrysomelas,Aechmea depressa,Mutualistic,Bromeliaceae,Aechmea,depressa,BR-BA|BR-ES,native,herb,NA,NA,NA,NA,red,1,EN,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysomelas,Primates,600,NA,2,NA,EN,Decreasing,NA,NA,NA,NA,Bufalo et al 2016 ,10.1007/s10764-016-9903-3,Animal-oriented
1213,Leontopithecus caissara,Aechmea nudicaulis,Mutualistic,Bromeliaceae,Aechmea,nudicaulis,BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,native,herb,NA,NA,NA,NA,red,1,LC,Mammalia,Primates,Callitrichidae,Leontopithecus,caissara,Primates,570,NA,2,NA,CR,Decreasing,NA,NA,NA,NA,Bufalo et al 2016 ,10.1007/s10764-016-9903-3,Animal-oriented
465,Turdus rufiventris,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Turdidae,Turdus,rufiventris,Small birds,69.5,13.25321429,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
466,Dacnis cayana,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Dacnis,cayana,Small birds,13,5.252413793,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
467,Tachyphonus coronatus,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Tachyphonus,coronatus,Small birds,29.3,8.417368421,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
468,Tangara cayana,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Tangara,cayana,Small birds,18,7.41884058,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
469,Leptotila verreauxi,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Columbiformes,Columbidae,Leptotila,verreauxi,Small birds,147.5,8.757058824,1,RES,LC,Increasing,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
470,Turdus leucomelas,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
471,Thraupis sayaca,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
1214,Callicebus nigrifrons,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Mammalia,Primates,Pitheciidae,Callicebus,nigrifrons,Primates,1300,NA,2,NA,NT,Decreasing,NA,NA,NA,NA,Bufalo et al 2016 ,10.1007/s10764-016-9903-3,Animal-oriented
1215,Callicebus nigrifrons,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Mammalia,Primates,Pitheciidae,Callicebus,nigrifrons,Primates,1300,NA,2,NA,NT,Decreasing,NA,NA,NA,NA,Bufalo et al 2016 ,10.1007/s10764-016-9903-3,Animal-oriented
1216,Myiozetetes similis,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Tyrannidae,Myiozetetes,similis,Small birds,28,9.517241379,1,MIG,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1217,Myiozetetes similis,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Tyrannidae,Myiozetetes,similis,Small birds,28,9.517241379,1,MIG,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1218,Thraupis sayaca,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1219,Turdus leucomelas,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1220,Turdus leucomelas,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1221,Turdus leucomelas,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1222,Penelope superciliaris,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Craciformes,Cracidae,Penelope,superciliaris,Large birds,895,19.285,3,RES,LC,Decreasing,NA,NA,NA,NA,Zaca et al 2006,https://sora.unm.edu/node/119771,Animal-oriented
5411,Vireo olivaceus,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Vireonidae,Vireo,olivaceus,Small birds,16.16666667,6.761290323,2,AM,LC,Increasing,"Parque Estadual Carlos Botelho, Mamparra",-24.141417,-47.974033,preciso,Rodrigues  S B M  2015,Rede de interações entre aves frugívoras e plantas em uma área de Mata Atlântica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5412,Ramphastos dicolorus,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Piciformes,Ramphastidae,Ramphastos,dicolorus,Large birds,331,30.1,3,AM,LC,Decreasing,"Parque Estadual Carlos Botelho, Mamparra",-24.141417,-47.974033,preciso,Rodrigues  S B M  2015,Rede de interações entre aves frugívoras e plantas em uma área de Mata Atlântica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5761,Turdus amaurochalinus,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Turdidae,Turdus,amaurochalinus,Small birds,57.9,12.09548387,2,MIG,LC,Stable,Reserva Biol?gica Poço das Antas - RJ,-22.5532,-42.2805,preciso,Correia  J  M  S  1997,"Utilizaçç‹o de especies frutiferas da mata Atlantica na alimentaçç‹o da avifauna da Reserva Biologica de Poços das Antas, RJ. MSc Dissertation. UNB Brasilia",Network study
5762,Ramphocelus bresilius,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Ramphocelus,bresilius,Small birds,32.9,11.23,3,RES,LC,Stable,Reserva Biol?gica Poço das Antas - RJ,-22.5532,-42.2805,preciso,Correia  J  M  S  1997,"Utilizaçç‹o de especies frutiferas da mata Atlantica na alimentaçç‹o da avifauna da Reserva Biologica de Poços das Antas, RJ. MSc Dissertation. UNB Brasilia",Network study
5763,Dacnis cayana,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Dacnis,cayana,Small birds,13,5.252413793,2,RES,LC,Stable,Reserva Biol?gica Poço das Antas - RJ,-22.5532,-42.2805,preciso,Correia  J  M  S  1997,"Utilizaçç‹o de especies frutiferas da mata Atlantica na alimentaçç‹o da avifauna da Reserva Biologica de Poços das Antas, RJ. MSc Dissertation. UNB Brasilia",Network study
5764,Tachyphonus cristatus,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Thraupidae,Tachyphonus,cristatus,Small birds,18.8,NA,2,RES,LC,Stable,Reserva Biol?gica Poço das Antas - RJ,-22.5532,-42.2805,preciso,Correia  J  M  S  1997,"Utilizaçç‹o de especies frutiferas da mata Atlantica na alimentaçç‹o da avifauna da Reserva Biologica de Poços das Antas, RJ. MSc Dissertation. UNB Brasilia",Network study
5765,Myiarchus ferox,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Tyrannidae,Myiarchus,ferox,Small birds,27.5,10.435,1,RES,LC,Decreasing,Reserva Biol?gica Poço das Antas - RJ,-22.5532,-42.2805,preciso,Correia  J  M  S  1997,"Utilizaçç‹o de especies frutiferas da mata Atlantica na alimentaçç‹o da avifauna da Reserva Biologica de Poços das Antas, RJ. MSc Dissertation. UNB Brasilia",Network study
5766,Coereba flaveola,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Coerebidae,Coereba,flaveola,Small birds,10.3375,6.78,1,NA,LC,Stable,Reserva Biol?gica Poço das Antas - RJ,-22.5532,-42.2805,preciso,Correia  J  M  S  1997,"Utilizaçç‹o de especies frutiferas da mata Atlantica na alimentaçç‹o da avifauna da Reserva Biologica de Poços das Antas, RJ. MSc Dissertation. UNB Brasilia",Network study
5767,Cnemotriccus fuscatus,Aegiphila integrifolia,Mutualistic,Lamiaceae,Aegiphila,integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,8,9,7,8,red,3,NE,Aves,Passeriformes,Tyrannidae,Cnemotriccus,fuscatus,Small birds,13.6,9.7,1,RES,LC,Decreasing,Reserva Biol?gica Poço das Antas - RJ,-22.5532,-42.2805,preciso,Correia  J  M  S  1997,"Utilizaçç‹o de especies frutiferas da mata Atlantica na alimentaçç‹o da avifauna da Reserva Biologica de Poços das Antas, RJ. MSc Dissertation. UNB Brasilia",Network study
